x,y,z
1532334099.04,4323654.321139835345513764657454,-4161475.685272230585986951786246,7371939.816342609476176230621726
1532334104.04,4317440.459600436097518018019280,-4172992.574681693558188880260368,7370427.714225909596938358612357
1532334109.04,4311168.716998608049228690216068,-4184457.069398017871868683017804,7368830.128190263863544275129271
1532334114.04,4304839.218574915595201090801911,-4195869.010440740462364761766460,7367147.102523991935056427792431
1532334119.04,4298452.088764480946838161906039,-4207228.238102237169683372688593,7365378.679859869402371309929889
1532334124.04,4292007.451204259245822702652860,-4218534.591938134797726504166577,7363524.901178901231642276257958
1532334129.04,4285505.428740192011335634305185,-4229787.910757618175893006421002,7361585.805813985610719452555530
1532334134.04,4278946.143434348239049725825583,-4240988.032613681874749511934819,7359561.431453308750015690576852
1532334139.04,4272329.716571887556224161791539,-4252134.794793267536534931636797,7357451.814143642724231782969570
1532334144.04,4265656.268668048765421967142408,-4263228.033807398718664490956717,7355256.988293446620058696671153
1532334149.04,4258925.919474918350237084998090,-4274267.585381155740519983270545,7352976.986675768696908726900461
1532334154.04,4252138.787988252471375796739731,-4285253.284443631822632340387388,7350611.840431008960340739243856
1532334159.04,4245294.992454139568248752885526,-4296184.965117782883509405201679,7348161.579069503803121928142768
1532334164.04,4238394.650375584034202334215517,-4307062.460710200716778198554278,7345626.230473939414310162757283
1532334169.04,4231437.878519042649110136880545,-4317885.603700794425165310311129,7343005.820901556335364533318011
1532334174.04,4224424.792920897439191000656719,-4328654.225732367500329201492947,7340300.374986273248931404007053
1532334179.04,4217355.508893776091239997528109,-4339368.157600143944005423450465,7337509.915740533932250078350847
1532334184.04,4210230.141032875733234515194024,-4350027.229241169675553211587107,7334634.464557055531586467886266
1532334189.04,4203048.803222203150106775749969,-4360631.269723612666140719201102,7331674.041210413600239551275454
1532334194.04,4195811.608640683923039593537189,-4371180.107235994259706116069703,7328628.663858386870953219770787
1532334199.04,4188518.669768287191097621626509,-4381673.569076356781081003193365,7325498.349043220010934799637722
1532334204.04,4181170.098392019025269835375321,-4392111.481641196954889471296183,7322283.111692660035765961529092
1532334209.04,4173766.005611862798561124497391,-4402493.670414436948829909726019,7318982.965120853489531161058187
1532334214.04,4166306.501846659445452828839571,-4412819.959956208799341377048060,7315597.921029054170561043364087
1532334219.04,4158791.696839923352484000992025,-4423090.173891576925320643834349,7312127.989506178618291595676721
1532334224.04,4151221.699665584006045533401409,-4433304.134899115038687102162940,7308573.179029222476218417864452
1532334229.04,4143596.618733667344864452864351,-4443461.664699395686551858106715,7304933.496463426973891131671232
1532334234.04,4135916.561795931516569561096471,-4453562.584043304467769628428988,7301208.947062354684623324145682
1532334239.04,4128181.635951399518192218106566,-4463606.712700348872402803250106,7297399.534467783602988075276577
1532334244.04,4120391.947651875527960415405811,-4473593.869446742272703793694806,7293505.260709402080891986514822
1532334249.04,4112547.602707385857077755171951,-4483523.872053403592182278783893,7289526.126204345752248120182591
1532334254.04,4104648.706291538710980169540425,-4493396.537273852032528155911961,7285462.129756612454794595409980
1532334259.04,4096695.362946869718084716598882,-4503211.680831909877011232945631,7281313.268556228811776841645327
1532334264.04,4088687.676590117929096968013470,-4512969.117409396636240110197962,7277079.538178331895187704048396
1532334269.04,4080625.750517397913241105907072,-4522668.660633512041423753521572,7272760.932582015301253505131726
1532334274.04,4072509.687409399508470181298010,-4532310.123064246881960589177059,7268357.444109039611868762765060
1532334279.04,4064339.589336454519883323321477,-4541893.316181569727851441881430,7263869.063482357894010612089874
1532334284.04,4056115.557763630238634166092997,-4551418.050372501217205841321625,7259295.779804496873788099190832
1532334289.04,4047837.693555694926524373442788,-4560884.134917985614686810065233,7254637.580555733044537176510906
1532334294.04,4039506.096982089457844265533722,-4570291.377979730642413678399820,7249894.451592133843639595616480
1532334299.04,4031120.867721822068179362559876,-4579639.586586775697470215893901,7245066.377143366200530473030461
1532334304.04,4022682.104868320774498300259453,-4588928.566621979689287835817650,7240153.339810426009686490948454
1532334309.04,4014189.906934244900347449707429,-4598158.122808336419477734810424,7235155.320563111916198725999982
1532334314.04,4005644.371856231253431622929518,-4607328.058695111444314417569571,7230072.298737341291606891819937
1532334319.04,3997045.596999621461571093601257,-4616438.176643829529331353814548,7224904.252032358024979738399094
1532334324.04,3988393.679163133217705049862035,-4625488.277814096939624850064010,7219651.156507653953237330155599
1532334329.04,3979688.714583460807076452271226,-4634478.162149248475837025094402,7214312.986579801538535313630796
1532334334.04,3970930.798939900820854326734417,-4643407.628361859835108026943545,7208889.715019088663571707672301
1532334339.04,3962120.027358841038589854361646,-4652276.473919001968063675340890,7203381.312945945920446700942468
1532334344.04,3953256.494418315577576200796120,-4661084.495027363839540632640622,7197787.749827245169662009899453
1532334349.04,3944340.294152411499372255735271,-4669831.486618236745419759345244,7192108.993472357657009557166009
1532334354.04,3935371.520055729866795756113778,-4678517.242332254185989503050306,7186345.010029072214828249870472
1532334359.04,3926350.265087743744525342180453,-4687141.554503907899055960685665,7180495.763979336049930400993281
1532334364.04,3917276.621677155238707998862934,-4695704.214145972129007414757899,7174561.218134784065313495672736
1532334369.04,3908150.681726199764297904489662,-4704205.010933643517381924650897,7168541.333632117552742338640423
1532334374.04,3898972.536614922818231614065712,-4712643.733188523180816640824732,7162436.069928249282423590106313
1532334379.04,3889742.277205413185833208770404,-4721020.167862365174588950085384,7156245.384795276732442403618108
1532334384.04,3880459.993845997107288521001733,-4729334.100520653557878561979320,7149969.234315344444796107044660
1532334389.04,3871125.776375447832581649976594,-4737585.315325926351798265035508,7143607.572875181627033779062771
1532334394.04,3861739.714127067764298109985964,-4745773.595020900045697618822645,7137160.353160542267632652381496
1532334399.04,3852301.895932848554840130461596,-4753898.720911378945682509865671,7130627.526150425748577928654945
1532334404.04,3842812.410127525156205054035213,-4761960.472848903453310281728493,7124009.041111115957750116025202
1532334409.04,3833271.344552616160029659647560,-4769958.629213236205798789980581,7117304.845589977825812709852776
1532334414.04,3823678.786560459067706090880623,-4777892.966894538047027911727014,7110514.885409128414592055115233
1532334419.04,3814034.823018192001916353851058,-4785763.261275345929724516440626,7103639.104658844081052571444325
1532334424.04,3804339.540311739561583619027357,-4793569.286212291177014115590655,7096677.445690790902649814322481
1532334429.04,3794593.024349718215838253984963,-4801310.814017601165092300497167,7089629.849111056553506836854631
1532334434.04,3784795.360567380303557899357058,-4808987.615440295402191463705445,7082496.253772984574955187014013
1532334439.04,3774946.633930485392251692847921,-4816599.459647151955537861900179,7075276.596769768697600017448270
1532334444.04,3765046.928939178357293262263307,-4824146.114203424773985487049679,7067970.813426847226702038284010
1532334449.04,3755096.329631833867520622865771,-4831627.345053267807695222593754,7060578.837294127932762432948895
1532334454.04,3745094.919588877792576913492593,-4839042.916499857217110049097631,7053100.600137952758557929816618
1532334459.04,3735042.781936579542250799597654,-4846392.591185320571177118511422,7045536.031932822979329338877128
1532334464.04,3724939.999350857246851519203183,-4853676.130070294855354753655268,7037885.060853001382381769585362
1532334469.04,3714786.654061016361592663246724,-4860893.292413246705787074909023,7030147.613263796536643094082101
1532334474.04,3704582.827853532177832664392691,-4868043.835749465498437822013412,7022323.613712666295770976224574
1532334479.04,3694328.602075736329529709777509,-4875127.515869761450522731452854,7014412.984920086425351994805952
1532334484.04,3684024.057639570931094365219495,-4882144.086798886890628800431532,7006415.647770225597697852350687
1532334489.04,3673669.275025254132386872246089,-4889093.300773586727136934632092,6998331.521301300325474092397998
1532334494.04,3663264.334285010149914273992034,-4895974.908220371034639960437228,6990160.522695819876042427905065
1532334499.04,3652809.315046691771822584362691,-4902788.657732960095618363355055,6981902.567270459075075460959052
1532334504.04,3642304.296517477335351874568923,-4909534.296049365709008088939721,6973557.568465822056046528085272
1532334509.04,3631749.357487512190947291890986,-4916211.568028675482417431171464,6965125.437835866857473680866362
1532334514.04,3621144.576333546442004148794559,-4922820.216627433194533159866965,6956606.085037104960600425059979
1532334519.04,3610490.031022556603716921305905,-4929359.982875756377091585454316,6947999.417817597046749541950491
1532334524.04,3599785.799115394105980079176196,-4935830.605852964335472141479927,6939305.342005665055778776161911
1532334529.04,3589031.957770382746864692026825,-4942231.822662976577906468493766,6930523.761498328480364770621044
1532334534.04,3578228.583746941742187235977070,-4948563.368409219743817163288416,6921654.578249496957273801738088
1532334539.04,3567375.753409171970340506746815,-4954824.976169265156672294593130,6912697.692257928769274222918240
1532334544.04,3556473.542729496079802307496113,-4961016.376968939389998675653005,6903653.001554866412571668111061
1532334549.04,3545522.027292226828383358363890,-4967137.299756166381739732851129,6894520.402191486237457200642461
1532334554.04,3534521.282297181192024815040559,-4973187.471374343821136059699410,6885299.788225969444011552265231
1532334559.04,3523471.382563289073204682817475,-4979166.616535275416987946329988,6875991.051710380280724845526131
1532334564.04,3512372.402532162530928637847847,-4985074.457791756489520126651890,6866594.082677232699320019695618
1532334569.04,3501224.416271747326738864979753,-4990910.715509660856392529914234,6857108.769125755318231893231111
1532334574.04,3490027.497479888258276037520244,-4996675.107839608111154725320776,6847534.997007892989537574347663
1532334579.04,3478781.719487958653077332867894,-5002367.350688206888085908785801,6837872.650214011083438435484119
1532334584.04,3467487.155264486931607435005956,-5007987.157688806142297930691980,6828121.610558276514839136943455
1532334589.04,3456143.877418761200740733690361,-5013534.240171802116733275438072,6818281.757763770434143632755258
1532334594.04,3444751.958204479768816208014278,-5019008.307134425950338891663622,6808352.969447270557536825068377
1532334599.04,3433311.469523385359665364814239,-5024409.065210102822930222445981,6798335.121103729332654269904879
1532334604.04,3421822.482928931180505544579177,-5029736.218637275102554522397157,6788228.086090445761633713815727
1532334609.04,3410285.069629939946916409723269,-5034989.469227727196292126439895,6778031.735610878696822589646669
1532334614.04,3398699.300494301364929680986012,-5040168.516334373442328211725116,6767745.938698164514645678684208
1532334619.04,3387065.246052650455865087469408,-5045273.056818565028464241541206,6757370.562198318263829079508637
1532334624.04,3375382.976502094501681714660333,-5050302.785016776571314130860728,6746905.470753050776665976420588
1532334629.04,3363652.561709946000153665315283,-5055257.392706835139947783179591,6736350.526782266485622282196016
1532334634.04,3351874.071217481561761326574369,-5060136.569073501041194734377442,6725705.590466228766877192234761
1532334639.04,3340047.574243706455889995778004,-5064940.000673503673570035185488,6714970.519727349285610328873196
1532334644.04,3328173.139689173494251554630981,-5069667.371400029457578413344155,6704145.170211601921776966700726
1532334649.04,3316250.836139793084042144848497,-5074318.362446559345612074052331,6693229.395269621398438170856007
1532334654.04,3304280.731870693227518743950166,-5078892.652270052353468080104675,6682223.045937369676086446187671
1532334659.04,3292262.894850103536392048202409,-5083389.916553621598294597974424,6671125.970916485514721687258304
1532334664.04,3280197.392743249582299046079700,-5087809.828168444751746488673712,6659938.016554162781330346765034
1532334669.04,3268084.292916329200190517384644,-5092152.057135113012337792010488,6648659.026822729009054672633406
1532334674.04,3255923.662440464613706419383453,-5096416.270584256301923414683724,6637288.843298776771258459124627
1532334679.04,3243715.568095723061146535111439,-5100602.132716488841944968044606,6625827.305141888292423377069584
1532334684.04,3231460.076375181444685673897811,-5104709.304761691746461993453698,6614274.249072949240777138484701
1532334689.04,3219157.253489009389298287377954,-5108737.444937542266201692579310,6602629.509352053638566210538421
1532334694.04,3206807.165368610697571296070369,-5112686.208407300189823918821829,6590892.917755976463599927515007
1532334699.04,3194409.877670798860756795505357,-5116555.247236914271740844905543,6579064.303555182219162412973777
1532334704.04,3181965.455782040472267996637910,-5120344.210351307378060293487427,6567143.493490440825358022897651
1532334709.04,3169473.964822707668020114507207,-5124052.743489903483445310051323,6555130.311748954425481298954749
1532334714.04,3156935.469651441079630220287252,-5127680.489161312891787388019986,6543024.579940014222128084198296
1532334719.04,3144350.034869503002467767402444,-5131227.086597287870885870714191,6530826.117070228743250435477007
1532334724.04,3131717.724825228553435566195561,-5134692.171705748354537355366962,6518534.739518240708223874017965
1532334729.04,3119038.603618538857006243596694,-5138075.377023070743106249600189,6506150.261008980765840311601478
1532334734.04,3106312.735105481932766143995535,-5141376.331665360732309988555339,6493672.492587346870730148345756
1532334739.04,3093540.182902860991733975285081,-5144594.661278935536745748212913,6481101.242591533948334554408164
1532334744.04,3080721.010392947020709087524973,-5147729.987989849737857455307746,6468436.316625683012284300047939
1532334749.04,3067855.280728231565604953762454,-5150781.930352512344760627327708,6455677.517532108918445072199180
1532334754.04,3054943.056836254506375302145897,-5153750.103297326251911683029727,6442824.645362950313940469206168
1532334759.04,3041984.401424533140594395140489,-5156634.118077346252086839165837,6429877.497351268201844779010487
1532334764.04,3028979.376985555251445831660079,-5159433.582213973991966806040515,6416835.867881605669935821811985
1532334769.04,3015928.045801843425849037820313,-5162148.099441560148913438954239,6403699.548459982959472240526844
1532334774.04,3002830.469951131661779021236320,-5164777.269651015704606713323655,6390468.327683288109932860707240
1532334779.04,2989686.711311631989515042628097,-5167320.688832350751070054389704,6377141.991208104947635891752652
1532334784.04,2976496.831567339155563988835143,-5169777.949016041586071311481307,6363720.321718893990676050886451
1532334789.04,2963260.892213526729705691903547,-5172148.638213343857339377323779,6350203.098895609129224286869152
1532334794.04,2949978.954562255064502380423398,-5174432.340355446642817333866876,6336590.099380653486167888808101
1532334799.04,2936651.079748041842864539187617,-5176628.635231396179137067203546,6322881.096745183248600550295426
1532334804.04,2923277.328733630828714148070120,-5178737.098424869430997905820520,6309075.861454813792658042804631
1532334809.04,2909857.762315843079478078551264,-5180757.301249681868809425673696,6295174.160834570944546615859707
1532334814.04,2896392.441131590617316752424526,-5182688.810683994629602799674493,6281175.759033228788442025742608
1532334819.04,2882881.425663980715380542761891,-5184531.189303287194585015078875,6267080.416986917223834629186068
1532334824.04,2869324.776248575694648620076492,-5186283.995211942296010519343640,6252887.892382054548886600688386
1532334829.04,2855722.553079754808403732809995,-5187946.781973510044965868406967,6238597.939617479309468493399028
1532334834.04,2842074.816217217733714880976691,-5189519.098539525806140242462487,6224210.309765912436563174457498
1532334839.04,2828381.625592672430866262887143,-5191000.489176910269632564144971,6209724.750534642448295081104901
1532334844.04,2814643.041016621271957586692107,-5192390.493393951514518043397003,6195141.006225394378473065820138
1532334849.04,2800859.122185314884781020093919,-5193688.645864665375505863166587,6180458.817693461897310836859733
1532334854.04,2787029.928687879360696431285423,-5194894.476351770804778639859367,6165677.922305991001578891930625
1532334859.04,2773155.520013597078000009617785,-5196007.509627909878316563992237,6150798.053899453511323721928461
1532334864.04,2759235.955559357680325067660838,-5197027.265395353556293433566446,6135818.942736277398597874343555
1532334869.04,2745271.294637303578606732105968,-5197953.258204043965714637392366,6120740.315460579349632071924925
1532334874.04,2731261.596482626611632473671893,-5198784.997367834802356541715086,6105561.895053084109336700723888
1532334879.04,2717206.920261609380472265509669,-5199521.986879111341594186467586,6090283.400785057914358187838470
1532334884.04,2703107.325079806537860668588283,-5200163.725321451164687110456039,6074904.548171366600275359628512
1532334889.04,2688962.869990473769512835601540,-5200709.705780608084398237862692,6059425.048922560611027744776666
1532334894.04,2674773.614003199632671543242968,-5201159.415753475962343201314354,6043844.610896022031509126632395
1532334899.04,2660539.616092750735280501050163,-5201512.337055161668534036112732,6028162.938046121530321299536028
1532334904.04,2646260.935208162428981889347680,-5201767.945724072014698345726854,6012379.730373279336494430379684
1532334909.04,2631937.630282054147878894706956,-5201925.711924890554875870405753,5996494.683872144518045922946362
1532334914.04,2617569.760240197468722220706790,-5201985.099849534087793931402226,5980507.490478570497457267571333
1532334919.04,2603157.384011362139544569651677,-5201945.567615884508588884823609,5964417.838015567913511122487124
1532334924.04,2588700.560537383000958027119097,-5201806.567164332163868852118081,5948225.410138140011710269077216
1532334929.04,2574199.348783556614756569083695,-5201567.544152057314679696911716,5931929.886276977775472917515846
1532334934.04,2559653.807749277814709239934384,-5201227.937844876615976259920081,5915530.941581018616663290427839
1532334939.04,2545063.996479011952088236470830,-5200787.181006841692139023517910,5899028.246858729425743812260541
1532334944.04,2530429.974073563054835235646817,-5200244.699787225011780765999439,5882421.468518262704411499841885
1532334949.04,2515751.799701641627325700969524,-5199599.913605020975063001449571,5865710.268506288792008958146412
1532334954.04,2501029.532611811224277453781663,-5198852.235030861980010066439243,5848894.304245620566740508381610
1532334959.04,2486263.232144726819677940795842,-5198001.069666204244543305450744,5831973.228571426283025800988257
1532334964.04,2471452.957745785147215513583378,-5197045.816019779123712298606798,5814946.689666209134102137131397
1532334969.04,2456598.768978101526147673493215,-5195985.865381211881426819847624,5797814.330993285940539769085329
1532334974.04,2441700.725535902725269185677470,-5194820.601691714067369685141827,5780575.791228963607224961199339
1532334979.04,2426758.887258307310921047432444,-5193549.401411734458229793083596,5763230.704193162950743063831131
1532334984.04,2411773.314143528634581631431605,-5192171.633385648717821302007905,5745778.698778693907889693673727
1532334989.04,2396744.066363507195686165182948,-5190686.658703108842160907371414,5728219.398878844191918244676884
1532334994.04,2381671.204278983253287362339378,-5189093.830557236165246897577001,5710552.423313509006548249715278
1532334999.04,2366554.788455061713459373111176,-5187392.494099433565667080053162,5692777.385753695049747647847151
1532335004.04,2351394.879677224047924838574344,-5185581.986290711825034570837486,5674893.894644380313359300060344
1532335009.04,2336191.538967880926139071829427,-5183661.635749438972755020935123,5656901.553125689026418861512680
1532335014.04,2320944.827603415467497094505161,-5181630.762595489384040034015482,5638799.958952329659214257165881
1532335019.04,2305654.807131772665169926303892,-5179488.678290524264901406110241,5620588.704411244411658960941497
1532335024.04,2290321.539390654619320970009628,-5177234.685474458430097871430918,5602267.376237474643798926678396
1532335029.04,2274945.086526234633017216535445,-5174868.077797856144033500933223,5583835.555528124580915530992227
1532335034.04,2259525.511012517807024325953551,-5172388.139750270631407241902372,5565292.817654406223980236000100
1532335039.04,2244062.875671343580598319632165,-5169794.146484223911330865125913,5546638.732171730799894839414637
1532335044.04,2228557.243693023881188373363645,-5167085.363634901580550027128433,5527872.862727761227453245035299
1532335049.04,2213008.678657664859514991800569,-5164261.047135263024290596897673,5508994.766968404319469756054168
1532335054.04,2197417.244557213857092112576918,-5161320.443026531749166797924632,5490003.996441614111804369003522
1532335059.04,2181783.005818244303555229685975,-5158262.787263839134128972746011,5470900.096499068453260003253198
1532335064.04,2166106.027325478848125595328379,-5155087.305516916179513169982602,5451682.606195571624142954853057
1532335069.04,2150386.374446159735577202264398,-5151793.212965735465735373524120,5432351.058186114862494973792727
1532335074.04,2134624.113055208001754414174388,-5148379.714090785446817132666216,5412904.978620562637130879159022
1532335079.04,2118819.309561274944306446489654,-5144846.002457958846673883783269,5393343.887035933067967040966750
1532335084.04,2102972.030933681202701383746664,-5141191.260497800951068282526148,5373667.296246107708761014839146
1532335089.04,2087082.344730303683057533688661,-5137414.659279004068517593542500,5353874.712228990297898918066253
1532335094.04,2071150.319126418063249702554652,-5133515.358275821690689903038731,5333965.634010992085133892283902
1532335099.04,2055176.022944582500957593259413,-5129492.505129415168006215540495,5313939.553548790970991184298223
1532335104.04,2039159.525685561045205703916463,-5125345.235402701293811125326579,5293795.955608266917762225465688
1532335109.04,2023100.897560346049525273821869,-5121072.672328724885908501872286,5273534.317640530945668610288356
1532335114.04,2007000.209523355504880150486335,-5116673.926552114230301561984235,5253154.109655028471884219959400
1532335119.04,1990857.533306793240803916575475,-5112148.095863532991865803685510,5232654.794089507374588375204856
1532335124.04,1974672.941456270724407228979850,-5107494.264926871084220002791497,5212035.825676867080264171470221
1532335129.04,1958446.507367733215870028953198,-5102711.504998873070929730169816,5191296.651308774674324454118628
1532335134.04,1942178.305325720813145893504307,-5097798.873641041553841358944753,5170436.709895894040947041413478
1532335139.04,1925868.410543072177705764256167,-5092755.414423408297123538591722,5149455.432224709653715803655327
1532335144.04,1909516.899202061494566306345735,-5087580.156620072961995971593948,5128352.240810772926604871416365
1532335149.04,1893123.848497106338658526917264,-5082272.114896055916998972550239,5107126.549748330163295097006557
1532335154.04,1876689.336679066760869810117883,-5076830.288985282190238196818059,5085777.764556141141526663575860
1532335159.04,1860213.443101200560653293208841,-5071253.663359303619724600048403,5064305.282019471986577911144856
1532335164.04,1843696.248266895216222702019911,-5065541.206886477446188863189237,5042708.490028025070773766122826
1532335169.04,1827137.833879188201880117524347,-5059691.872481291234713322082906,5020986.767409827334960137728789
1532335174.04,1810538.282892225210033299565904,-5053704.596743368877171512427977,4999139.483760757600174928946580
1532335179.04,1793897.679564675909922767835548,-5047578.299585929619537354890305,4977165.999269844098995836510422
1532335184.04,1777216.109515242507011971209244,-5041311.883853165510642495170889,4955065.664539920926951463867280
1532335189.04,1760493.659780345542441294384805,-5034904.234926312090438379749746,4932837.820403644702988295246441
1532335194.04,1743730.418874051175170201085887,-5028354.220317796036419905615846,4910481.797734749424384728432705
1532335199.04,1726926.476850403802396340821793,-5021660.689253216435684294503192,4887996.917254305199219292120546
1532335204.04,1710081.925368208409267651923854,-5014822.472240495284716607729529,4865382.489331864989029482382536
1532335209.04,1693196.857758424491907362571905,-5007838.380625955916128249179855,4842637.813781326636994279250685
1532335214.04,1676271.369094278687672218312555,-5000707.206136600832847104010608,4819762.179651299883058457504133
1532335219.04,1659305.556264193808631268233787,-4993427.720408259653388224887543,4796754.865009931608784840571478
1532335224.04,1642299.518047711566430045551660,-4985998.674498888495759125403345,4773615.136723822599171446338071
1532335229.04,1625253.355194529735556090940780,-4978418.798386650476735367036080,4750342.250230935557447235946657
1532335234.04,1608167.170506784626923306518061,-4970686.800451933436012278640261,4726935.449307387518932531170365
1532335239.04,1591041.068924754117911874109311,-4962801.366942966558619798590996,4703393.965827688477674789779553
1532335244.04,1573875.157616145274540092417468,-4954761.161424110895058368225240,4679717.019518431910626054716169
1532335249.04,1556669.546069136921062114439967,-4946564.824206373719047506003964,4655903.817705113723736897729259
1532335254.04,1539424.346189344057770888976667,-4938210.971759196899802668807316,4631953.555051856515247066375312
1532335259.04,1522139.672400923069801014627320,-4929698.196103054064123546202152,4607865.413293773508412955895634
1532335264.04,1504815.641751986647734855253344,-4921025.064181765415797010040288,4583638.560961784756350569356609
1532335268.00,1491063.933579410134078689145867,-4914027.786115891870232470364465,4564340.365748998453191454364062
1532335269.04,1487452.374024580973729719341133,-4912190.117214002474528316452332,4559272.153099555761061657623711
1532335274.04,1470049.991849421940327600261526,-4903191.870022830250992603271847,4534765.330972343033328523908461
1532335279.04,1452608.620825647003730105380413,-4894028.810342640018932216246978,4510117.221767372575651016340566
1532335284.04,1435128.389645818402369133334755,-4884699.398102347736553759931410,4485326.938285630436071025090186
1532335289.04,1417609.430226476452882693299635,-4875202.064683978680829344307357,4460393.578624522490297277146488
1532335294.04,1400051.877844472442877290562778,-4865535.212155467016210204646558,4435316.225851248156288975061252
1532335299.04,1382455.871279464819036697473975,-4855697.212476698997491037916035,4410093.947666609785696456147712
1532335304.04,1364821.552962823073603083243124,-4845686.406677575256048639310730,4384725.796058673782417750563192
1532335309.04,1347149.069133346570688105220970,-4835501.104006909591329312858034,4359210.806946235893144659887417
1532335314.04,1329438.570000201815563628440719,-4825139.581050924182719628056380,4333547.999811613213971661844456
1532335319.04,1311690.209913583199567012900199,-4814600.080820096033332025880626,4307736.377322640280886467408789
1532335324.04,1293904.147544063478638390756378,-4803880.811803239739709472122656,4281774.924944262772778981151545
1532335329.04,1276080.546073210533139887795200,-4792979.946988721647383751737379,4255662.610542494326197587172669
1532335334.04,1258219.573409694848515113918101,-4781895.622859885773409926930950,4229398.384000560013478307632813
1532335339.04,1240321.402662421622486752320339,-4770625.938509408137808304617347,4202981.177188393946860443385702
1532335344.04,1222386.247532347098097244832475,-4759168.977067535891539923603352,4176409.955669874010711070865137
1532335349.04,1204417.477712286085067585035772,-4747524.825735086435758466402679,4149688.352418976478386415496041
1532335354.04,1186581.515336952795145643712949,-4735800.877590951854589577834225,4123063.478968666349247608310027
1532335359.04,1173844.326153719549063491855172,-4727304.950398311815275251353707,4103974.866851218541081490348000
